Title,Category,Link,Date,Author,Description,Polarity
Why leaving your bitcoin on an exchange is like leaving cash under your mattress ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/why-leaving-your-bitcoin-on-an-exchange-is-like-leaving-cash-under-your-mattress/,23 Oct 2021 / ,James Caw,"If you’re starting your journey into cryptos, take some time to understand the security options. ",Neutral
"Bitcoin’s next test seen as $90 000 after pause, strategists say  ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoins-next-test-seen-as-90-000-after-pause-strategists-say/,22 Oct 2021 / ,"Joanna Ossinger, Bloomberg",The digital currency is sitting in the low $60 000s as traders watch to see how the landscape shifts now that the first US Bitcoin futures exchange-traded fund are in play. ,Positive
The second US bitcoin ETF is set to start trading friday ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/the-second-us-bitcoin-etf-is-set-to-start-trading-friday/,21 Oct 2021 / ,"Katie Greifeld, Bloomberg","The Valkyrie Bitcoin Strategy fund will begin trading on the Nasdaq exchange tomorrow, a spokesperson for the company said. ",Neutral
Bitcoin takes a breather after rallying to new high ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-takes-a-breather-after-rallying-to-new-high/,21 Oct 2021 / ,"Vildana Hajric, Bloomberg","After a mad rally to a new high this week, Bitcoin was ready for a small pause. ",Negative
The R1m bitcoin is now in sight. Where to now? ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/the-r1m-bitcoin-is-now-in-sight-where-to-now/,21 Oct 2021 / ,Ciaran Ryan,"It was inevitable, say crypto watchers. The bull market is far from over, but it will be a bumpy ride. ",Positive
Bitcoin bulls shoot for moon after topping record ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-bulls-shoot-for-moon-after-topping-record/,21 Oct 2021 / ,"Vildana Hajric and Katie Greifeld, Bloomberg",The cryptocurrency’s ability time and again to recover and reach new all-time highs confounds sceptics. ,Positive
Bitcoin climbs to record high after futures-based ETF debut ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-climbs-to-record-high-after-futures-based-etf-debut/,20 Oct 2021 / ,"Vildana Hajric and Joanna Ossinger, Bloomberg","The largest cryptocurrency jumped as much as 2.1% to $65 467, surpassing its previous peak from April and taking its 2021 surge to more than 120%. ",Positive
Bitcoin expected to peak at over $80 000 this year – report ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-expected-to-peak-at-over-80-000-this-year-report/,20 Oct 2021 / ,Palesa Mofokeng,"Before ending the year at $71 415, according to a panel of 50 fintech specialists. ",Neutral
Bitcoin futures ETF opens with gain and explosive trading volume ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-futures-etf-opens-with-gain-and-explosive-trading-volume/,19 Oct 2021 / ,"Vildana Hajric, Bloomberg",Marking a watershed moment for the crypto industry. ,Neutral
Bitcoin pushes toward record before debut of futures-based ETF ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-pushes-toward-record-before-debut-of-futures-based-etf/,19 Oct 2021 / ,"Claire Ballentine and Joanna Ossinger, Bloomberg",Rose as much as 2.6% in Asian trading Tuesday and was hovering near $62 600 as of 12:03 p.m. in Hong Kong. ,Positive
Bitcoin pushes toward record as futures ETF poised to debut ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-pushes-toward-record-as-futures-etf-poised-to-debut/,18 Oct 2021 / ,"Claire Ballentine and Joanna Ossinger, Bloomberg",The largest cryptocurrency gained as much as 5.5% and was trading at about $61 032 as of 7:44 a.m. in New York. ,Positive
Bitcoin rallies after weekend tumble amid ETF anticipation ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-rallies-after-weekend-tumble-amid-etf-anticipation/,18 Oct 2021 / ,"Joanna Ossinger, Bloomberg",The largest cryptocurrency gained as much as 5.3% and was trading at about $62 180 as of 11:21 a.m. in Hong Kong. ,Positive
Bitcoin makes run toward record high amid ETF exuberance ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-makes-run-toward-record-high-amid-etf-exuberance/,16 Oct 2021 / ,"Justina Lee, Bloomberg",The world’s largest digital token has surged some 8% over Friday and Saturday to about $62 100 -- taking this month’s rally to over 40%. ,Neutral
"First US Bitcoin futures ETF may debut Monday, filing says ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/first-us-bitcoin-futures-etf-may-debut-monday-filing-says/,16 Oct 2021 / ,"Katie Greifeld, Bloomberg","An action that would end an eight-year wait for a security tracking the cryptocurrency on the US stock market, according to a filing. ",Positive
Crypto trading thrives in Nigeria ,Africa ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/crypto-trading-thrives-in-nigeria/,16 Oct 2021 / ,"Chijioke Ohuocha, Libby George and Angela Ukomadu, Reuters",Despite official disapproval. ,Neutral
Bitcoin futures frenzy erupts as day traders pile into ETF bets ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-futures-frenzy-erupts-as-day-traders-pile-into-etf-bets/,15 Oct 2021 / ,"Justina Lee, Bloomberg",Bitcoin-to-the-moon traders are back with a vengeance as demand jumps for bullish contracts across crypto exchanges.  ,Neutral
Bitcoin jumps as ETF approval optimism hits fever pitch ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-jumps-as-etf-approval-optimism-hits-fever-pitch/,15 Oct 2021 / ,"Katie Greifeld, Bloomberg",The first US Bitcoin fund could begin trading next week.  ,Positive
Crypto industry’s hard lobbying push now includes Coinbase ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/crypto-industrys-hard-lobbying-push-now-includes-coinbase/,15 Oct 2021 / ,"Joe Light, Bloomberg",Add Coinbase to the ranks of cryptocurrency firms looking to write their own regulation before Washington does.   ,Positive
Bitcoin ETF approval may actually disappoint the bulls ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-etf-approval-may-actually-disappoint-the-bulls/,14 Oct 2021 / ,"Katie Greifeld, Bloomberg",The long-awaited greenlight from US regulators for a Bitcoin exchange-traded fund might turn into a sell-the-news event.  ,Neutral
There’s a 54 bitcoin discrepancy at shuttered crypto exchange iCE3 ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/theres-a-54-bitcoin-discrepancy-at-shuttered-crypto-exchange-ice3/,14 Oct 2021 / ,Ciaran Ryan,Provisional liquidator has asked Zurich-based tech provider Merkeleon to help unravel the discrepancy. ,Neutral
"Bitcoin buckles, then bounces, in late-day spurt of volatility ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-buckles-then-bounces-in-late-day-spurt-of-volatility/,13 Oct 2021 / ,"Olga Kharif and Emily Graffeo, Bloomberg",Bitcoin fell 3.5% to $55 360 as of 5 p.m. in New York on Tuesday after earlier slumping to as low as about $54 000. ,Positive
Bitcoin’s record high is within sight after sharp recent rally ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoins-record-high-is-within-sight-after-sharp-recent-rally/,12 Oct 2021 / ,"Akshay Chinchalkar, Bloomberg","Record highs for Bitcoin are possible, maybe at around $80 000 to $85 000 based on chart patterns, said Vijay Ayyar. ",Neutral
Bitcoin rally pauses near $5 000 as traders await new catalysts ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-rally-pauses-near-5-000-as-traders-await-new-catalysts/,12 Oct 2021 / ,"Emily Graffeo, Bloomberg",Bitcoin is up 90% from a July low and in sight of its mid-April record of almost $65 000. ,Neutral
Bitcoin pierces $57 000 ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-pierces-57-000/,11 Oct 2021 / ,"Emily Graffeo, Bloomberg",As traders resume push for record highs. ,Neutral
Crypto investor who bet on DeFi says China crackdown may help it ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/crypto-investor-who-bet-on-defi-says-china-crackdown-may-help-it/,11 Oct 2021 / ,"Yoojung Lee, Bloomberg","Cheong made the investment through his Singapore-based cryptoasset fund DeFiance Capital, which he set up last year after working in the trading department of the oil giant BP Plc. ",Neutral
The University of Pretoria graduate bringing bitcoin to Africa ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/the-university-of-pretoria-graduate-bringing-bitcoin-to-africa/,8 Oct 2021 / ,Ciaran Ryan,Kgothatso Ngako wants to share the excitement of bitcoin with the more than 1bn people on the continent by translating its materials into all major African languages. ,Positive
Shiba Inu now 12th-biggest crypto after 367% rise in just a week ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/shiba-inu-now-12th-biggest-crypto-after-367-rise-in-just-a-week/,7 Oct 2021 / ,"Joanna Ossinger, Bloomberg","Breezing past the likes of Litecoin and Avalanche’s AVAX to become the 12th-biggest cryptocurrency by market value, according to CoinGecko pricing.  ",Negative
Bitcoin flirts with $50 000 as BofA says ‘too large to ignore’ ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-eyes-50-000-for-first-time-since-el-salvador-rollout/,5 Oct 2021 / ,"Dave Liedtka, Bloomberg",As legal tender at the start of September. ,Positive
Bitcoin jumps amid renewed optimism about regulatory pressure ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-jumps-amid-renewed-optimism-about-regulatory-pressure/,1 Oct 2021 / ,"Cecile Gutscher and Joanna Ossinger, Bloomberg","Jumped as high as $47 742, helping to push other coins such as Ether and Litecoin higher. ",Positive
A house that cost 1 517 bitcoin a decade ago can now be bought for 2.25 bitcoin ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/a-house-that-cost-1-517-bitcoin-a-decade-ago-can-now-be-bought-for-2-25-bitcoin/,1 Oct 2021 / ,Ciaran Ryan,Proving once again the deflationary power of bitcoin. ,Neutral
Hilton College matric student solves multi-billion dollar crypto puzzle ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/hilton-college-matric-student-matthew-wilson-solves-multi-billion-dollar-crypto-puzzle/,30 Sep 2021 / ,Ciaran Ryan,"Homing in on one way in which crypto holders lost billions, Matthew Wilson came up with a solution. ",Neutral
Crypto exchange says $24m ‘fat-finger’ trade being undone ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/crypto-exchange-says-24m-fat-finger-trade-being-undone/,28 Sep 2021 / ,"Joanna Ossinger and Justina Lee, Bloomberg","'Thank you to the miner of block 13307440 who we can confirm is returning 7626 ETH that were incorrectly paid' as a transaction fee, DeversiFi said in a tweet. ",Neutral
"Bitcoin, ether rally back to levels just before China crypto ban ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-ether-rally-back-to-levels-just-before-china-crypto-ban/,27 Sep 2021 / ,"Joanna Ossinger, Bloomberg",Bitcoin rallied to about $44 000. ,Neutral
 Crypto’s ‘peak FUD’ moment has arrived as hammer drops in China ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/cryptos-peak-fud-moment-has-arrived-as-hammer-drops-in-china/,25 Sep 2021 / ,"Michael P. Regan and Vildana Hajric, Bloomberg","'Fear, uncertainty and doubt' ",Neutral
Bitcoin’s 90% crash on Pyth was due to computers botching basic math ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoins-90-crash-on-pyth-was-due-to-computers-botching-basic-math/,23 Sep 2021 / ,"Nick Baker, Bloomberg","The Pyth Network briefly reported in error on Monday that the digital currency had plunged to $5 402, far below its level everywhere else. ",Positive
Bitcoin drops below $40 000 ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-drops-below-40-000/,22 Sep 2021 / ,"Dave Liedtka and Joanna Ossinger, Bloomberg","Amid regulatory drumbeat, Fed risk. ",Neutral
Cryptos take a dive as Evergrande teeters on the edge ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/cryptos-take-a-dive-as-evergrande-teeters-on-the-edge/,22 Sep 2021 / ,Ciaran Ryan,All markets have been hit by debt troubles at the Chinese real estate company. ,Positive
Bitcoin acts less like digital gold and more like a risky stock ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-acts-less-like-digital-gold-and-more-like-a-risky-stock/,21 Sep 2021 / ,"Eric Lam and Eddie van der Walt, Bloomberg",Bitcoin plunged as much as 11% on Monday. ,Positive
Bitcoin gets swept up in global selloff ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-falls-below-43-000/,20 Sep 2021 / ,"Vildana Hajric and Eddie van der Walt, Bloomberg",As stocks stumble. ,Negative
Bitcoin’s decline could lead to a test of major support ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoins-decline-could-lead-to-a-test-of-major-support/,14 Sep 2021 / ,"Akshay Chinchalkar, Bloomberg",Price action has generated a 'spinning top' candle. ,Positive
When 10 cryptos (or 20) are better than one ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/when-10-cryptos-or-20-are-better-than-one/,14 Sep 2021 / ,Ciaran Ryan,"Smaller cryptos like Ethereum, Cardano and Solana are outpacing the granddaddy of them all, Bitcoin. ",Neutral
"DeFiChain to offer tokenized versions of Apple, Tesla ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/defichain-to-offer-tokenized-versions-of-apple-tesla/,12 Sep 2021 / ,"Joanna Ossinger, Bloomberg",The tokenized stocks will be collateralized by cryptocurrencies. ,Neutral
Nasdaq data to aid blockchain-based tokenised stock trading ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/nasdaq-data-to-aid-blockchain-based-tokenised-stock-trading/,10 Sep 2021 / ,"Joanna Ossinger, Bloomberg",The Nasdaq stock exchange will be among the companies delivering price feeds to a service offering tokenised stocks. ,Neutral
Biggest test in bitcoin’s 12-year history has a rocky start ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/biggest-test-in-bitcoins-12-year-history-has-a-rocky-start/,8 Sep 2021 / ,"Michael McDonald and Ezra Fieser, Bloomberg","The largest cryptocurrency fell as low as $43 050 in New York Tuesday, before paring losses. ",Positive
"Starbucks, Pizza Hut and McDonald’s Take Bitcoin in El Salvador ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/starbucks-pizza-hut-and-mcdonalds-take-bitcoin-in-el-salvador/,8 Sep 2021 / ,"Matthew Bristow, Bloomberg","After El Salvador adopted the cryptocurrency, according to President Nayib Bukele. ",Neutral
"South Africa issues guidance on crypto asset tax, but the taxman struggles  ",Bitcoin ,https://www.moneyweb.co.za/mymoney/moneyweb-tax/south-africa-issues-guidance-on-crypto-asset-tax-but-the-taxman-struggles/,4 Sep 2021 / ,Thomas Lobban,Sars has created a special spot for declaring your held crypto assets. ,Positive
Bitcoin and the beauty of rear-view vision ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-and-the-beauty-of-rear-view-vision/,3 Sep 2021 / ,Ciaran Ryan,"As BTC bumps up against the $50 000 resistance level, are we poised for a replay of late 2020? ",Negative
Bitcoin breaks back above $50 000 in crypto rally ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-breaks-back-above-50-000-in-crypto-rally/,2 Sep 2021 / ,"Joanna Ossinger, Bloomberg",The largest cryptocurrency rose as high as $50 362 on Thursday. ,Positive
SA to participate in BIS central bank digital currency experiment  ,Bitcoin ,https://www.moneyweb.co.za/news/markets/sa-to-participate-in-bis-central-bank-digital-currency-experiment/,2 Sep 2021 / ,"Chanyaporn Chanjaroen, Bloomberg","Codenamed 'Project Dunbar,' the study aims to develop prototypes for a common platform that will enable international settlement in digital fiat currencies issued by central banks, BIS said. ",Negative
Hottest crypto coins are the bitcoin and ether alternatives ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/hottest-crypto-coins-are-the-bitcoin-and-ether-alternatives/,30 Aug 2021 / ,"Vildana Hajric and Olga Kharif, Bloomberg",FOMO remains alive and well in the cryptocurrency world. ,Positive
Why cryptos should be a part of your financial plan ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/why-cryptos-should-be-a-part-of-your-financial-plan/,29 Aug 2021 / ,Ricardo Teixeira,"Cryptocurrencies are safer, more accessible and should be taken seriously as an asset class. ",Positive
El Salvador readies bitcoin rollout with 200 ATMs for conversion ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/el-salvador-readies-bitcoin-rollout-with-200-atms-for-conversion/,29 Aug 2021 / ,"Michael McDonald, Bloomberg","Allowing its citizens to convert the cryptocurrency into US dollars and withdraw it in cash, as part of the government’s plan to make the token legal tender. ",Positive
Victim of biggest DeFi hack says all funds have been returned ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/victim-of-biggest-defi-hack-says-all-funds-have-been-returned/,27 Aug 2021 / ,"Olga Kharif, Bloomberg","In an unusual twist, the operators of PolyNetwork embraced the hacker, labeling him Mr. White Hat. ",Positive
Bitcoin’s 60% rally from July lows may be running out of steam ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoins-60-rally-from-july-lows-may-be-running-out-of-steam/,26 Aug 2021 / ,"Akshay Chinchalkar, Bloomberg",The largest cryptocurrency fell as much as 4.4% Thursday to $46 588. ,Positive
Bitcoin briefly tops $50 000 level for first time since mid-May ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-briefly-tops-50-000-level-for-first-time-since-mid-may/,23 Aug 2021 / ,"Joanna Ossinger, Bloomberg",The largest virtual coin advanced as much as 3.5% to almost $50 093 in Asian trading Monday. ,Positive
Bitcoin’s technical challenges pile up after 63% jump ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoins-technical-challenges-pile-up-after-63-jump/,20 Aug 2021 / ,"Akshay Chinchalkar, Bloomberg",From a July trough now faces a rare confluence of technical obstacles. ,Positive
Robinhood tumbles after slowdown warning clouds crypto boom ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/robinhood-tumbles-after-slowdown-warning-clouds-crypto-boom/,19 Aug 2021 / ,"Annie Massa, Bloomberg"," Shares of Menlo Park, California-based Robinhood tumbled 8.2% to $45.70 in extended trading at 6:35 p.m. in New York, after climbing 31% since its July 29 initial public offering. ",Positive
Crypto market retakes $2trn market cap amid bitcoin gains ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/crypto-market-retakes-2trn-market-cap-amid-bitcoin-gains/,16 Aug 2021 / ,"Joanna Ossinger, Bloomberg","The likes of Cardano, XRP and Dogecoin advanced as well. ",Positive
Crypto is no gold ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/crypto-is-no-gold/,12 Aug 2021 / ,William Fraser,'Bitcoin is merely a promise without any economic or fiscal backing.' ,Negative
Return of the crypto bulls ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/return-of-the-crypto-bulls/,12 Aug 2021 / ,Ciaran Ryan,Driven by a new era of high-net-worth capital flowing through to bitcoin. ,Positive
Hackers steal $600m in likely largest DeFi crypto theft ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/hackers-steal-600m-in-likely-largest-defi-crypto-theft/,11 Aug 2021 / ,"Olga Kharif, Bloomberg","Tens of thousands of people are affected by the hack, PolyNetwork said in a letter posted on Twitter. ",Neutral
"Bitcoin roars back, putting $100 000 predictions in vogue again ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-roars-back-putting-100-000-predictions-in-vogue-again/,11 Aug 2021 / ,"Vildana Hajric and Eric Lam, Bloomberg",Is on pace to gain for fourth straight week. ,Positive
Bitcoin’s rebound to 3-month high has bulls eyeing $50 000 again ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoins-rebound-to-3-month-high-has-bulls-eyeing-50-000-again/,10 Aug 2021 / ,"Vildana Hajric, Bloomberg",The largest digital coin rose as much as 5.4% to reach $46 245 during New York-trading hours. ,Positive
Circle wants to become chartered crypto bank amid crackdown ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/circle-wants-to-become-chartered-crypto-bank-amid-crackdown/,10 Aug 2021 / ,"Joanna Ossinger and Jesse Hamilton, Bloomberg","'We believe that full-reserve banking, built on digital currency technology, can lead to not just a radically more efficient, but also a safer, more resilient financial system.' ",Positive
Reddit crypto traders rush for riches before Wall Street invades ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/reddit-crypto-traders-rush-for-riches-before-wall-street-invades/,8 Aug 2021 / ,"Justina Lee, Bloomberg",Crypto volumes have exploded this year. ,Neutral
Ether gains beat Bitcoin after network upgrade ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/ether-gains-beat-bitcoin-after-network-upgrade/,6 Aug 2021 / ,"Eric Lam, Bloomberg",The second-largest digital currency touched a two-month high this week. ,Positive
Ether holds jump on upgrade that trims pace of token creation ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/ether-holds-jump-on-upgrade-that-trims-pace-of-token-creation/,5 Aug 2021 / ,"Vildana Hajric and Joanna Ossinger, Bloomberg",The largest cryptocurrency after Bitcoin was at $2 678 as of 9:32 a.m. in Hong Kong on Thursday. ,Neutral
Raees Cajee’s evidence contradicted in Africrypt liquidation case ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/raees-cajees-evidence-contradicted-in-africrypt-liquidation-case/,5 Aug 2021 / ,Ciaran Ryan,"Attempts to hide behind a Hong Kong company to escape liability are disingenuous, claims Juan Meyer of Badaspex. ",Negative
US joins probe into SA crypto firm Mirror Trading ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/us-joins-probe-into-sa-crypto-firm-mirror-trading/,4 Aug 2021 / ,"Roxanne Henderson, Bloomberg","Seen as 2020’s biggest cryptocurrency scam, to help liquidators of the South African scheme recover the assets of out-of-pocket investors. ",Neutral
Bitcoin traders eye ‘scary’ retreat after return to recent range ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-traders-eye-scary-retreat-after-return-to-recent-range/,4 Aug 2021 / ,"Vildana Hajric, Bloomberg","Bitcoin has faded from the recent highs it reached just last week, dropping roughly 7% since Friday. ",Negative
"Crypto players form association to handle bad actors, regulations ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/crypto-players-form-association-to-handle-bad-actors-regulations/,4 Aug 2021 / ,Ciaran Ryan,To assist in rooting out the likes of MTI and to help shape the 'coming regulation'. ,Neutral
Africrypt liquidators granted additional powers to track down missing funds ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/africrypt-liquidators-granted-additional-powers-to-track-down-missing-funds/,2 Aug 2021 / ,Ciaran Ryan,Including the power to hold an inquiry. ,Neutral
Bitcoin drops after posting biggest weekly gain in three months ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-reverses-its-weekend-rally-to-drop-below-40-000-level/,2 Aug 2021 / ,"Eric Lam and Joanna Ossinger, Bloomberg",Scrutiny of the industry intensifies. ,Neutral
Germany to allow institutional funds to hold up to 20% in crypto ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/germany-to-allow-institutional-funds-to-hold-up-to-20-in-crypto/,30 Jul 2021 / ,"Stephan Kahl, Bloomberg ",New law to come into effect shortly. ,Positive
Bitcoin eyes longest winning streak in 2021 amid crypto rebound ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-eyes-longest-winning-streak-in-2021-amid-crypto-rebound/,28 Jul 2021 / ,Ciaran Ryan,The virtual coin rose as much as 6.1% to top $40 000 and was trading at about $39 700 as of 8:15 a.m. in London on Wednesday.  ,Positive
Meet the 29-year-old South African unravelling the multi-billion-rand Africrypt theft ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/meet-the-29-year-old-south-african-unravelling-the-multi-billion-rand-africrypt-theft/,28 Jul 2021 / ,"Joanna Ossinger and Vildana Hajric, Bloomberg","Hamilton Cheong, who grew up in the Magaliesberg, is helping law enforcement authorities in several jurisdictions uncover where the money went. ",Neutral
Bitcoin tumbles after reaching $40 000 on Amazon speculations ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-tumbles-after-reaching-40-000-on-amazon-speculations/,27 Jul 2021 / ,"Tom Schoenberg, Matt Robinson and Zeke Faux, Bloomberg",Rival coins including Ether and Litecoin also tumbled. ,Neutral
Tether executives said to face criminal probe into bank fraud ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/tether-executives-said-to-face-criminal-probe-into-bank-fraud/,26 Jul 2021 / ,Bloomberg News ,Criminal charges would mark one of the most significant developments in the US government’s crackdown on virtual currencies. ,Positive
"Bitcoin surges amid short covering, speculation over Amazon plan ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-surges-amid-short-covering-speculation-over-amazon-plan/,26 Jul 2021 / ,Ciaran Ryan,"Bitcoin volatility makes a comeback, taking prices higher. ",Positive
Africrypt’s Raees Cajee comes out of hiding in Tanzania to oppose liquidation ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/africrypts-raees-cajee-comes-out-of-hiding-in-tanzania-to-oppose-liquidation/,26 Jul 2021 / ,"Jeran Wittenstein, Bloomberg","Argues that Africrypt isn't insolvent, doesn't owe investors anything, and that his family was forced to flee SA due to death threats. ",Negative
 Bitcoin’s corporate diehards face earnings reckoning ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoins-corporate-diehards-face-earnings-reckoning/,25 Jul 2021 / ,"Josh Saul, Bloomberg",After slump. ,Neutral
Tesla may accept bitcoin once crypto mining makes green shift ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/tesla-may-accept-bitcoin-once-crypto-mining-makes-green-shift/,22 Jul 2021 / ,"Eric Lam, Bloomberg","Tesla suspended purchases using Bitcoin in May on concerns about fossil fuel use in mining, triggering a slide in the digital currency. ",Neutral
"Bitcoin hovers around $32 000 after boost from Musk, Ark’s Wood ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-hovers-around-32-000-after-boost-from-musk-arks-wood/,22 Jul 2021 / ,"Eric Lam, Bloomberg",After jumping 6.5% a day earlier. ,Neutral
"Beware of scammers promising to recover MTI bitcoin, say liquidators ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/beware-of-scammers-promising-to-recover-mti-bitcoin-say-liquidators/,20 Jul 2021 / ,Ciaran Ryan,MTI members are being contacted with fake offers to recover bitcoin. ,Negative
Bitcoin declines below $30 000 for the first time in a month ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-declines-below-30-000-for-the-first-time-in-a-month/,20 Jul 2021 / ,"Vildana Hajric and Claire Ballentine, Bloomberg",The world’s largest digital coin fell as much as 4.1% and was trading at about $29 600 as of 12:55 p.m. in Tokyo. ,Positive
